acc,std,loss,tp,fp,tn,fn,hp
75.65819323062897,0.0,0.049065289087593555,3772.0,1204.75,34224.0,1289.25,"[16, 7, 5, 0.5, 75, 0.1, 'categorical_crossentropy', 0.6]"
75.61448216438293,0.0,0.04917982816696167,3778.8,1210.2,34218.2,1282.4,"[16, 3, 3, 0.7, 25, 0.1, 'categorical_crossentropy', 0.6]"
75.6874293088913,0.0,0.04878085106611252,3784.1666666666665,1187.0,34241.166666666664,1277.0,"[32, 7, 3, 0.3, 50, 0.001, 'categorical_crossentropy', 0.6]"
75.62380347933087,0.0,0.04883630360875811,3764.714285714286,1185.2857142857142,34242.71428571428,1296.4285714285713,"[16, 7, 3, 0.3, 50, 0.001, 'mean_squared_error', 0.6]"
75.6477102637291,0.0,0.04885393055155873,3772.125,1189.5,34238.375,1289.0,"[16, 3, 5, 0.3, 25, 0.1, 'mean_squared_error', 0.0]"
75.72338581085205,0.0,0.04885604315333896,3769.3333333333335,1186.0,34241.77777777778,1291.7777777777778,"[32, 5, 5, 0.7, 75, 0.1, 'categorical_crossentropy', 0.9]"
75.64758956432343,0.0,0.04877745546400547,3768.1,1177.1,34250.6,1293.0,"[8, 5, 3, 0.7, 50, 0.1, 'mean_squared_error', 0.0]"
73.43018054962158,0.0,0.9550665616989136,1529.0,550.0,14388.0,605.0,"[16, 5, 3, 0.3, 75, 0.01, 'categorical_crossentropy', 0.0]"
72.62695133686066,0.0,0.9788950681686401,1510.5,547.5,14387.0,623.0,"[16, 5, 5, 0.5, 75, 0.1, 'categorical_crossentropy', 0.3]"
72.89054195086162,0.0,0.9496658643086752,1515.6666666666667,506.3333333333333,14427.0,617.6666666666666,"[8, 3, 3, 0.3, 25, 0.001, 'mean_squared_error', 0.9]"
72.33082205057144,0.0,0.9618103057146072,1501.0,510.25,14422.5,632.25,"[32, 3, 3, 0.7, 50, 0.01, 'mean_squared_error', 0.0]"
